name,Year,Data Health Birth Rate,Data Health Death Rate,Data Health Fertility Rate,Data Health Life Expectancy at Birth  Female,Data Health Life Expectancy at Birth Male,Data Health Life Expectancy at Birth Total,Data Health Population Growth,Data Health Total Population,Data Infrastructure Mobile Cellular Subscriptions,Data Infrastructure Mobile Cellular Subscriptions per 100 People,Data Infrastructure Telephone Lines,Data Infrastructure Telephone Lines per 100 People,Data Rural Development Agricultural Land,Data Rural Development Agricultural Land Percent,Data Rural Development Arable Land,Data Rural Development Arable Land Percent,Data Rural Development Land Area,Data Rural Development Rural Population,Data Rural Development Rural Population Growth,Data Rural Development Surface Area,Data Urban Development Population Density,Data Urban Development Urban Population Percent,Data Urban Development Urban Population Percent Growth,geo,Region,imageUrl
Canada,1990,14.9,7.3,1.77,80.4,73.89,77.06560976,1.783590046,27379000.0,345178.0,1.2647655770000001,14647789.0,53.670915599999994,677820.0,7.453887442999999,1.659593119,4.99675043,9093510.0,6417090,1.698296193,9984670.0,3.0108286019999997,76.562,1.809715688,can,North America,https://www.worldometers.info/img/flags/ca-flag.gif
Canada,1991,15.0,7.3,1.83,80.65,74.26,77.37707317,1.493593109,27791000.0,583766.0,2.110674786,15295819.0,55.30383664,677680.0,7.452347883,1.637364614,5.004008353,9093510.0,6508096,1.4082196409999999,9984670.0,3.05613564,76.582,1.519714007,can,North America,https://www.worldometers.info/img/flags/ca-flag.gif
Canada,1992,14.9,7.2,1.7,80.77,74.49,77.55341463,1.360506174,28171682.0,775831.0,2.769888481,15814928.0,56.46279524,677530.0,7.450698355,1.617581797,5.011266277,9093510.0,6586539,1.198108055,9984670.0,3.097998683,76.62,1.4101132630000002,can,North America,https://www.worldometers.info/img/flags/ca-flag.gif
Canada,1993,14.7,6.9,1.71,80.02,74.75,77.32073171,1.2274176,28519597.0,1026611.0,3.621301434,16246589.0,57.30875282,678140.0,7.457406436,1.597568156,5.010386528,9093510.0,6591734,0.078841898,9984670.0,3.136258386,76.887,1.57528573,can,North America,https://www.worldometers.info/img/flags/ca-flag.gif
Canada,1994,13.6,6.8,1.7,80.83,74.69,77.68512195,1.094331921,28833410.0,1332982.0,4.648371087,16716802.0,58.29478498,678740.0,7.464004547999999,1.579868632,5.009396812,9093510.0,6587858,-0.058818210999999995,9984670.0,3.170767943,77.152,1.438396725,can,North America,https://www.worldometers.info/img/flags/ca-flag.gif
Canada,1995,13.1,7.2,1.6695,80.93,74.94,77.86195122,0.961244717,29111906.0,1865779.0,6.435664704,17250407.0,59.50213582,679340.0,7.470602661,1.5644801819999998,5.008517063,9093510.0,6575215,-0.192098059,9984670.0,3.2013937410000004,77.414,1.300261364,can,North America,https://www.worldometers.info/img/flags/ca-flag.gif
Canada,1996,12.6,7.1,1.639,81.02,75.08,77.97756098,0.828159179,29354000.0,2589780.0,8.840378661,17567000.0,59.96607123,679940.0,7.477200773,1.551304763,5.007637315,9093510.0,6553280,-0.334158948,9984670.0,3.228016464,77.675,1.164742225,can,North America,https://www.worldometers.info/img/flags/ca-flag.gif
Canada,1997,12.0,7.3,1.5919999999999999,81.15,75.45,78.2304878,1.077164681,29671900.0,3497779.0,11.82226558,17974000.0,60.75095125,680550.0,7.483908854,1.534414716,5.006757567,9093510.0,6542357,-0.166818957,9984670.0,3.262975463,77.95100000000001,1.431860375,can,North America,https://www.worldometers.info/img/flags/ca-flag.gif
Canada,1998,11.6,7.2,1.55,81.4,75.7,78.4804878,1.057015395,29987200.0,4195000.0,14.04583637,18660000.0,62.47802304,679440.0,7.471702346,1.5206154630000002,5.014455364,9093510.0,6495228,-0.7229744659999999,9984670.0,3.297648543,78.34,1.554802761,can,North America,https://www.worldometers.info/img/flags/ca-flag.gif
Canada,1999,11.4,7.2,1.53,81.5,75.96,78.66243902,0.865613663,30247900.0,5346000.0,17.73689555,19294000.0,64.01340493,678340.0,7.459605807000001,1.509823822,5.0221531619999995,9093510.0,6435543,-0.923153366,9984670.0,3.326317341,78.72399999999999,1.354590186,can,North America,https://www.worldometers.info/img/flags/ca-flag.gif
Canada,2000,11.2,7.3,1.51,81.7,76.2,78.88292683,0.827369318,30499200.0,6911038.0,22.72196984,20380000.0,67.0049485,677230.0,7.447399299,1.49967868,5.02985096,9093510.0,6373418,-0.9700316390000001,9984670.0,3.353952434,79.10300000000001,1.307641359,can,North America,https://www.worldometers.info/img/flags/ca-flag.gif
Canada,2001,10.9,7.1,1.49,81.9,76.7,79.23658537,0.8829985770000001,30769700.0,8727000.0,28.42909462,20840000.0,67.88843038,676130.0,7.43530276,1.488802296,5.037658726,9093510.0,6314558,-0.927814212,9984670.0,3.383698924,79.47800000000001,1.355943935,can,North America,https://www.worldometers.info/img/flags/ca-flag.gif
Canada,2002,10.6,7.1,1.505,82.1,77.0,79.48780488,1.009521666,31081900.0,10649000.0,34.36625958,21126000.0,68.17744388,675020.0,7.423096252000001,1.4761002380000001,5.045356523,9093510.0,6275436,-0.621479659,9984670.0,3.4180311010000004,79.81,1.4263763809999999,can,North America,https://www.worldometers.info/img/flags/ca-flag.gif
Canada,2003,10.7,7.1,1.52,82.1,77.2,79.5902439,0.8971312770000001,31362000.0,11872000.0,37.94941948,20622000.0,65.91921568,675170.0,7.42474578,1.458006505,5.028421369,9093510.0,6307525,0.510040038,9984670.0,3.448833289,79.888,0.994818992,can,North America,https://www.worldometers.info/img/flags/ca-flag.gif
Canada,2004,10.5,7.2,1.53,82.4,77.4,79.83902439,0.9962327390000001,31676000.0,13291000.0,42.07126881,20612000.0,65.24512774,675350.0,7.426725214,1.4387233240000001,5.011596182,9093510.0,6345653,0.6026646489999999,9984670.0,3.48336341,79.967,1.09507088,can,North America,https://www.worldometers.info/img/flags/ca-flag.gif
Canada,2005,10.65,7.25,1.53,82.6,77.8,80.14146341,1.002034424,31995000.0,15020000.0,47.06386648,20563000.0,64.43237593,675510.0,7.428484711,1.4195655569999999,4.994661027,9093510.0,6384602,0.611914239,9984670.0,3.518443373,80.045,1.09952778,can,North America,https://www.worldometers.info/img/flags/ca-flag.gif
Canada,2006,10.65,7.1,1.54,82.7,78.0,80.29268293,0.985903767,32312000.0,17016600.0,52.75959279,18148000.0,56.26747352,675690.0,7.430464144,1.400903689,4.977835841,9093510.0,6422979,0.599287482,9984670.0,3.5533034,80.122,1.082053833,can,North America,https://www.worldometers.info/img/flags/ca-flag.gif
Canada,2007,10.9,7.0,1.5862,83.0,78.4,80.64390244,0.796844597,32570505.0,18749100.0,57.49320536,18236000.0,55.9198091,659540.0,7.252864955,1.385056818,4.9609006860000004,9093510.0,6444726,0.338009314,9984670.0,3.581730817,80.21300000000001,0.91035488,can,North America,https://www.worldometers.info/img/flags/ca-flag.gif
Canada,2008,11.2,7.1,1.6589,82.74799999999999,78.105,80.36987805,0.9698536109999999,32887928.0,20277400.0,61.47310755,18282026.0,55.42391779,652824.0,7.179010085,1.358644424,4.913724183999999,9093510.0,6447349,0.040691666,9984670.0,3.61663736,80.396,1.197738536,can,North America,https://www.worldometers.info/img/flags/ca-flag.gif
Canada,2009,11.3,7.2,1.6808,82.88600000000001,78.312,80.54321951,1.0821970859999999,33245773.0,22092500.0,66.20487722,18250000.0,54.69000834,646108.0,7.105155215,1.33111659,4.866547681,9093510.0,6456994,0.149484585,9984670.0,3.655989052,80.578,1.308319243,can,North America,https://www.worldometers.info/img/flags/ca-flag.gif
Canada,2010,11.3,7.1,1.6680000000000001,83.023,78.521,80.71709756,1.144840183,33628571.0,23811900.0,70.54830532,18708000.0,55.42681163,639402.0,7.0314103139999995,1.30323706,4.819481146,9093510.0,6470810,0.21374094600000001,9984670.0,3.698084788,80.758,1.367975607,can,North America,https://www.worldometers.info/img/flags/ca-flag.gif
Canada,2011,11.1,7.1,1.6269,83.162,78.733,80.8934878,1.1139597209999998,34005274.0,25825400.0,75.676078,18394000.0,53.89987294,632686.0,6.9575554429999995,1.2761843940000002,4.772304644,9093510.0,6482425,0.17933748800000002,9984670.0,3.7395102660000004,80.937,1.335367053,can,North America,https://www.worldometers.info/img/flags/ca-flag.gif
Canada,2012,11.0,7.2,1.61,83.302,78.941,81.06831707,0.987617711,34342780.0,27387200.0,79.41215888,18202000.0,52.77867456,625970.0,6.883700573,1.251150897,4.725128141,9093510.0,6485634,0.049490831,9984670.0,3.7766253069999998,81.115,1.207298991,can,North America,https://www.worldometers.info/img/flags/ca-flag.gif
Canada,2013,11.0,7.2,1.61,83.441,79.14,81.23804878,1.19118433,34754312.0,27887963.0,80.05046389,17647000.0,50.65448976,653460.0,7.1860040839999995,1.32113103,5.049205422,9093510.0,6501489,0.24416505300000002,9984670.0,3.82188088,81.293,1.410385947,can,North America,https://www.worldometers.info/img/flags/ca-flag.gif
Sao Tome and Principe,1980,40.942,10.530999999999999,6.455,61.876999999999995,58.96,60.38292683,2.807278722,92622.0,0.0,0.0,11764932.67,34.04391209,370.0,38.54166667,0.010796571000000001,1.041666667,960.0,61956,2.254218898,960.0,96.48125,33.109,3.934072296,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,1981,40.915,10.581,6.409,62.117,58.983000000000004,60.51178049,2.485533791,94953.0,0.0,0.0,5882865.333,17.43333442,370.0,38.54166667,0.010531526000000001,1.041666667,960.0,63161,1.9262566380000001,960.0,98.909375,33.482,3.60601368,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,1982,40.792,10.687999999999999,6.348,62.29600000000001,58.958,60.58629268,2.123615836,96991.0,0.0,0.0,798.0,0.8227567509999999,370.0,38.54166667,0.010310235,1.041666667,960.0,64153,1.558383329,960.0,101.0322917,33.857,3.237169558,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,1983,40.58,10.79,6.271,62.441,58.928999999999995,60.64217073,1.849965677,98802.0,0.0,0.0,1222.0,1.236817068,370.0,38.54166667,0.010121253,1.041666667,960.0,64393,0.37340761899999997,960.0,102.91875,34.826,4.673177668,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,1984,40.292,10.841,6.181,62.574,58.931999999999995,60.70858537,1.7189122630000002,100515.0,0.0,0.0,1555.0,1.547032781,370.0,38.54166667,0.009948764,1.041666667,960.0,64443,0.077618061,960.0,104.703125,35.887,4.719878305,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,1985,39.935,10.821,6.077999999999999,62.708999999999996,58.986999999999995,60.80260976,1.784705229,102325.0,0.0,0.0,1765.0,1.724896164,370.0,38.54166667,0.009772783,1.041666667,960.0,64503,0.093062219,960.0,106.58854170000001,36.963,4.737400279,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,1986,39.519,10.724,5.9670000000000005,62.853,59.099,60.93021951,1.97978367,104371.0,0.0,0.0,1874.0,1.7955179119999998,380.0,39.58333333,0.019162411,2.083333333,960.0,64659,0.24155723199999998,960.0,108.71979170000002,38.049,4.876246512,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,1987,39.056,10.558,5.849,63.008,59.26,61.08829268,2.191933484,106684.0,0.0,0.0,2001.0,1.87563271,380.0,39.58333333,0.018746954,2.083333333,960.0,64918,0.399762836,960.0,111.12916670000001,39.149,5.042920239,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,1988,38.569,10.357000000000001,5.73,63.167,59.443999999999996,61.26009756,2.341059691,109211.0,0.0,0.0,2117.0,1.938449424,380.0,39.58333333,0.018313173999999998,2.083333333,960.0,65243,0.499382573,960.0,113.76145829999999,40.26,5.137948519,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,1989,38.08,10.147,5.6129999999999995,63.325,59.631,61.43295122,2.427020374,111894.0,0.0,0.0,2240.0,2.00189465,380.0,39.58333333,0.017874058999999998,2.083333333,960.0,65590,0.530448455,960.0,116.55625,41.382,5.176625385,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,1990,37.61,9.94,5.501,63.483999999999995,59.81399999999999,61.6042439,2.430584779,114647.0,0.0,0.0,2200.0,1.9189337709999998,420.0,43.75,0.017444852,2.083333333,960.0,65909,0.48517574399999996,960.0,119.42395829999998,42.511,5.123066285,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,1991,37.176,9.747,5.395,63.643,59.989,61.77143902,2.3686474680000003,117395.0,0.0,0.0,2200.0,1.874015077,420.0,43.75,0.017036501000000003,2.083333333,960.0,66154,0.37103546200000004,960.0,122.28645829999999,43.648,5.008097954,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,1992,36.786,9.575,5.296,63.802,60.156000000000006,61.93453659,2.32299363,120154.0,0.0,0.0,2218.0,1.845964346,420.0,43.75,0.016645305,2.083333333,960.0,66333,0.270215355,960.0,125.16041670000001,44.793,4.912373274,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,1993,36.445,9.423,5.202999999999999,63.96,60.318999999999996,62.09509756,2.283269959,122929.0,0.0,0.0,2360.0,1.919807368,420.0,43.75,0.016269554,2.083333333,960.0,66672,0.509756376,960.0,128.0510417,45.763999999999996,4.426675221,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,1994,36.157,9.287,5.115,64.118,60.481,62.25514634,2.171820619,125628.0,0.0,0.0,2386.0,1.899258127,420.0,43.75,0.015920018,2.083333333,960.0,66938,0.398174315,960.0,130.8625,46.717,4.233887678,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,1995,35.931999999999995,9.169,5.032,64.275,60.643,62.41470732,1.97592365,128135.0,0.0,0.0,2460.0,1.919850158,440.0,45.83333333,0.023412807,3.125,960.0,67049,0.165687754,960.0,133.4739583,47.673,4.001335278,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,1996,35.79,9.068,4.956,64.428,60.801,62.57026829,1.735352798,130378.0,0.0,0.0,2499.0,1.916734418,450.0,46.875,0.030680022999999997,4.166666667,960.0,66974,-0.1119211,960.0,135.8104167,48.631,3.7244243580000003,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,1997,35.745,8.98,4.887,64.574,60.951,62.71831707,1.480797973,132323.0,0.0,0.0,2596.0,1.96186604,450.0,46.875,0.030229061,4.166666667,960.0,66701,-0.40845390600000003,960.0,137.8364583,49.592,3.438405465,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,1998,35.797,8.9,4.8260000000000005,64.712,61.096000000000004,62.85990244,1.2810291120000001,134029.0,0.0,0.0,4300.0,3.208260899,460.0,47.91666667,0.037305358999999996,5.208333333,960.0,66277,-0.63770163,960.0,139.61354169999998,50.55,3.194297404,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,1999,35.935,8.82,4.773,64.847,61.236000000000004,62.99746341,1.2021844659999998,135650.0,0.0,0.0,4295.0,3.166236638,460.0,47.91666667,0.036859565,5.208333333,960.0,65778,-0.755749309,960.0,141.30208330000002,51.50899999999999,3.0811017119999997,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,2000,36.143,8.735,4.727,64.984,61.378,63.13702439,1.278922818,137396.0,0.0,0.0,4526.0,3.294127922,470.0,48.95833333,0.043669394,6.25,960.0,65308,-0.717089566,960.0,143.12083330000002,52.467,3.122259819,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,2001,36.408,8.639,4.687,65.139,61.534,63.29253659,1.468107171,139428.0,0.0,0.0,4614.0,3.309234874,490.0,51.04166667,0.043032963,6.25,960.0,64940,-0.565077359,960.0,145.2375,53.424,3.275044365,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,2002,36.717,8.522,4.654,65.327,61.717,63.47797561,1.6749380759999999,141783.0,0.0,0.0,5441.0,3.8375545730000002,510.0,53.125,0.049371222,7.291666667,960.0,64686,-0.391897189,960.0,147.690625,54.376999999999995,3.442633072,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,2003,37.04,8.386000000000001,4.625,65.556,61.93600000000001,63.70185366,1.861493852,144447.0,1980.0,1.3707449790000001,6366.0,4.407152797,510.0,53.125,0.048460681,7.291666667,960.0,64529,-0.24300596300000002,960.0,150.465625,55.327,3.59367397,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,2004,37.343,8.23,4.598,65.829,62.19,63.96512195,2.061038622,147455.0,4819.0,3.268115696,6970.0,4.726865823,540.0,56.25,0.05425384,8.333333332999999,960.0,64512,-0.026348215,960.0,153.59895830000002,56.25,3.7152515889999997,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,2005,37.59,8.059,4.572,66.139,62.473,64.26129268,2.27098869,150842.0,7745.0,5.134511608,7050.0,4.673764601,500.0,52.08333333,0.053035627,8.333333332999999,960.0,64645,0.20595097,960.0,157.1270833,57.144,3.8481749389999997,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,2006,37.735,7.879,4.542,66.471,62.773,64.57690244,2.470522464,154615.0,11953.0,7.730815251,7112.0,4.599812437,490.0,51.04166667,0.051741422,8.333333332999999,960.0,64923,0.42911895899999997,960.0,161.05729169999998,58.01,3.974620463,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,2007,37.739000000000004,7.699,4.506,66.805,63.071000000000005,64.89246341,2.674517545,158806.0,18424.0,11.60157677,7593.0,4.7813054919999995,490.0,51.04166667,0.05037593,8.333333332999999,960.0,65353,0.660139337,960.0,165.4229167,58.847,4.10770572,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,2008,37.589,7.527,4.462,67.12,63.348,65.188,2.845664957,163390.0,30099.0,18.42156803,7654.0,4.684497215,495.0,51.5625,0.052022768,8.854166667000001,960.0,65920,0.863853993,960.0,170.19791669999998,59.655,4.208600223,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,2009,37.284,7.372000000000001,4.4110000000000005,67.40100000000001,63.592,65.45004878,2.932881793,168253.0,50551.0,30.04463516,7643.0,4.542563877,490.0,51.04166667,0.053490874,9.375,960.0,66571,0.982716168,960.0,175.2635417,60.434,4.230565789,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,2010,36.828,7.235,4.352,67.642,63.79600000000001,65.67209756,2.920911737,173240.0,80829.0,46.65723851,7694.0,4.441237589,490.0,51.04166667,0.051951051,9.375,960.0,67243,1.004387656,960.0,180.45833330000002,61.185,4.1560495589999995,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,2011,36.234,7.1160000000000005,4.287,67.84100000000001,63.961000000000006,65.85368293,2.838571317,178228.0,102730.0,57.63965258,7804.0,4.378661041,485.0,50.52083333,0.047691721,8.854166667000001,960.0,67892,0.960528345,960.0,185.6541667,61.907,4.011946378,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,2012,35.524,7.013999999999999,4.217,68.008,64.094,66.00326829,2.738926899,183177.0,115038.0,62.80155260000001,7960.0,4.345523728,487.0,50.72916667,0.047495046,9.0625,960.0,68508,0.903231947,960.0,190.809375,62.6,3.851946173,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Sao Tome and Principe,2013,34.742,6.919,4.145,68.156,64.21,66.13487805,2.65102051,188098.0,122172.0,64.95124882,8035.0,4.271709428,497.0,51.77083333,0.046252485,9.0625,960.0,69098,0.8575260020000001,960.0,195.9354167,63.265,3.707377578,stp,Sub-Saharan Africa,https://www.worldometers.info/img/flags/tp-flag.gif
Cambodia,1980,42.78,48.922,5.545,27.323,21.401,24.28978049,-2.791516946,6775751.0,0.0,0.0,97949013.11,16.10157283,26000.0,14.72920915,0.287790977,11.04690687,176520.0,6369274,-3.238373877,181040.0,38.38517448,5.999,4.4845578139999995,khm,East Asia & Pacific,https://www.worldometers.info/img/flags/cb-flag.gif
Cambodia,1981,44.43899999999999,42.066,5.685,32.531,26.835,29.61353659,-1.135119628,6699273.0,0.0,0.0,85705700.22,14.09266958,26500.0,15.01246318,0.298539856,11.33016089,176520.0,6036179,-5.371429547999999,181040.0,37.95192046,9.898,48.93894131,khm,East Asia & Pacific,https://www.worldometers.info/img/flags/cb-flag.gif
Cambodia,1982,46.118,33.832,5.85,38.656,33.19,35.85634146,0.9268373740000001,6761653.0,0.0,0.0,73462387.33,12.08376633,26500.0,15.01246318,0.29578566100000003,11.33016089,176520.0,5900083,-2.280477726,181040.0,38.30530818,12.742,26.18395464,khm,East Asia & Pacific,https://www.worldometers.info/img/flags/cb-flag.gif
Cambodia,1983,47.555,25.818,6.007999999999999,44.628,39.365,41.93231707,2.648054179,6943097.0,0.0,0.0,61219074.44,10.07486308,26800.0,15.18241559,0.29237673,11.5001133,176520.0,6038342,2.316305234,181040.0,39.33320304,13.030999999999999,4.890788252,khm,East Asia & Pacific,https://www.worldometers.info/img/flags/cb-flag.gif
Cambodia,1984,48.541000000000004,19.268,6.13,49.611000000000004,44.501000000000005,46.99368293,3.739489465,7207649.0,0.0,0.0,48975761.56,8.065959834,26900.0,15.23906639,0.28303265,11.55676411,176520.0,6247230,3.400869455,181040.0,40.8319114,13.325,5.970545876,khm,East Asia & Pacific,https://www.worldometers.info/img/flags/cb-flag.gif
Cambodia,1985,48.97,14.700999999999999,6.2,53.247,48.229,50.67680488,3.967099334,7499331.0,0.0,0.0,36732448.67,6.057056586,26910.0,15.24473148,0.272024265,11.55676411,176520.0,6477472,3.619214528,181040.0,42.48431339,13.626,6.20091489,khm,East Asia & Pacific,https://www.worldometers.info/img/flags/cb-flag.gif
Cambodia,1986,48.793,12.245999999999999,6.21,55.435,50.445,52.87914634,3.6387059999999996,7777235.0,0.0,0.0,24489135.78,4.0481533380000005,29900.0,16.93859053,0.295734924,13.02968502,176520.0,6693788,3.284962135,181040.0,44.05866191,13.931,5.852410776,khm,East Asia & Pacific,https://www.worldometers.info/img/flags/cb-flag.gif
Cambodia,1987,48.048,11.571,6.16,56.386,51.371,53.81734146,3.2009927510000002,8030211.0,0.0,0.0,12245822.89,2.03925009,32900.0,18.63811466,0.323777296,14.72920915,176520.0,6886548,2.839001137,181040.0,45.491791299999996,14.242,5.408864389,khm,East Asia & Pacific,https://www.worldometers.info/img/flags/cb-flag.gif
Cambodia,1988,46.9,11.783,6.065,56.696999999999996,51.628,54.10068293,2.95496946,8271042.0,0.0,0.0,2510.0,0.030346841,37000.0,20.96079764,0.36271125200000004,16.99524133,176520.0,7066861,2.584644912,181040.0,46.85611829,14.559000000000001,5.156339867,khm,East Asia & Pacific,https://www.worldometers.info/img/flags/cb-flag.gif
Cambodia,1989,45.506,12.142000000000001,5.941,56.869,51.738,54.24092683,2.8577444,8510817.0,0.0,0.0,2670.0,0.031371841,41500.0,23.51008384,0.40536648799999997,19.54452753,176520.0,7244152,2.477813005,181040.0,48.21446295,14.883,5.058779446,khm,East Asia & Pacific,https://www.worldometers.info/img/flags/cb-flag.gif
